,page,country,rev_id,Population mid-2018 (millions),prediction
12081,Ilídio Machado,Angola,712046802,30.4,Stub
12082,Elias Salupeto Pena,Angola,712276137,30.4,Stub
12083,Mfulupinga Nlando Victor,Angola,712573588,30.4,Start
12084,Jose João Manuel,Angola,713011130,30.4,Stub
12085,João Manuel Bernardo,Angola,713053653,30.4,Stub
12086,Pedro Fernando Mavunza,Angola,713281421,30.4,Stub
12087,Kafundanga Chingunji,Angola,713313110,30.4,Stub
12088,Valdemar Chidondo,Angola,713318809,30.4,Stub
12089,Antonio da Costa Fernandes,Angola,713323702,30.4,Stub
12090,Luís de Almeida,Angola,713328373,30.4,Stub
12091,José Patrício,Angola,713330500,30.4,Stub
12092,Kambamba Kulaxingo,Angola,713334490,30.4,Stub
12093,Ambrósio Lukoki,Angola,713423251,30.4,Stub
12094,Mawete João Baptista,Angola,713453404,30.4,Stub
12095,Henrique de Carvalho Santos,Angola,713455528,30.4,Stub
12096,Daniel Ntongi-Nzinga,Angola,713469695,30.4,Stub
12097,Rui de Sá,Angola,713476015,30.4,Stub
12098,Samuel Tito Armando,Angola,714642389,30.4,Stub
12099,Hélder Vieira Dias,Angola,714975430,30.4,Stub
12100,Roberto Leal Monteiro,Angola,714976517,30.4,Stub
12101,Elísio de Figueiredo,Angola,715463290,30.4,Stub
12102,Boaventura Cardoso,Angola,720170185,30.4,Stub
12103,Miguel Neto,Angola,722314224,30.4,Stub
12104,António Bento Bembe,Angola,738706030,30.4,Start
12105,Ekuikui IV,Angola,741475212,30.4,Stub
12106,António Dias Cardoso,Angola,744573173,30.4,Stub
12107,Josefina Pitra Diakité,Angola,745551235,30.4,Stub
12108,Almerindo Jaka Jamba,Angola,749138916,30.4,Stub
12109,Lucas Ngonda,Angola,752752799,30.4,Stub
12110,Henrique N'zita Tiago,Angola,752753064,30.4,Stub
12111,Jorge Sangumba,Angola,752753260,30.4,Stub
12112,Tony da Costa Fernandes,Angola,752753780,30.4,Stub
12113,Miguel Maria N'Zau Puna,Angola,752753836,30.4,Stub
12114,David Chingunji,Angola,752753881,30.4,Stub
12115,Dinho Chingunji,Angola,752753907,30.4,Stub
12116,Paulo Lukamba,Angola,752753949,30.4,Start
12117,Lúcio Lara,Angola,755328826,30.4,Stub
12118,Maria Mambo Café,Angola,757615213,30.4,Start
12119,Demosthenes Amos Chilingutila,Angola,759737513,30.4,Stub
12120,Mário Pinto de Andrade,Angola,766497681,30.4,Start
12121,Nito Alves,Angola,770473369,30.4,Start
12122,António Jacinto,Angola,770853637,30.4,Start
12123,Pedro de Castro van Dúnem,Angola,771991458,30.4,Start
12124,Afonso Van-Dunem,Angola,771991727,30.4,Stub
12125,Carolina Cerqueira,Angola,775242747,30.4,C
12126,Jeremias Chitunda,Angola,776491957,30.4,Start
12127,Jerónimo Elavoko Wanga,Angola,776569751,30.4,Stub
12128,José Maria Botelho de Vasconcelos,Angola,777612121,30.4,Stub
12129,João Maria de Sousa,Angola,777653249,30.4,Start
12130,Gilberto Buta Lutucuta,Angola,778673851,30.4,Stub
12131,Kundy Pahiama,Angola,779429863,30.4,Stub
12132,Hendrick Vaal Neto,Angola,780752175,30.4,Stub
12133,Manuel Pedro Pacavira,Angola,783282959,30.4,Stub
12134,Albina Africano,Angola,783299895,30.4,Start
12135,Eugenio Manuvakola,Angola,783640980,30.4,Stub
12136,António Dembo,Angola,784078878,30.4,Start
12137,João Bernardo de Miranda,Angola,784374404,30.4,C
12138,Marcolino Moco,Angola,785370471,30.4,Stub
12139,José Pedro de Morais,Angola,787094495,30.4,Stub
12140,Venâncio da Silva Moura,Angola,787095864,30.4,Stub
12141,Joaquim Pinto de Andrade,Angola,787178508,30.4,Stub
12142,Anibal João Melo,Angola,787304575,30.4,Start
12143,Aguinaldo Jaime,Angola,787894734,30.4,Stub
12144,Paulo Teixeira Jorge,Angola,788340602,30.4,Stub
12145,Ana Maria Teles Carreira,Angola,788944470,30.4,Stub
12146,Anália de Victória Pereira,Angola,789517524,30.4,Stub
12147,Paulo Kassoma,Angola,789912374,30.4,C
12148,José Filomeno dos Santos,Angola,789914066,30.4,Stub
12149,Rodrigues Mingas,Angola,790668979,30.4,Start
12150,David Mendes,Angola,790858165,30.4,Stub
12151,Kimpa Vita,Angola,791323586,30.4,B
12152,Juilão Mateus Paulo,Angola,791871708,30.4,Stub
12153,Brito Sozinho,Angola,792385356,30.4,Stub
12154,Gaspar Martins,Angola,792684695,30.4,Start
12155,Ana Dias Lourenço,Angola,793447028,30.4,C
12156,Wilson dos Santos,Angola,793869492,30.4,Stub
12157,Pitra Neto,Angola,794206406,30.4,Stub
12158,Palmira Barbosa,Angola,795862869,30.4,Start
12159,Agostinho Neto,Angola,796556790,30.4,C
12160,Ngola Kabangu,Angola,796893647,30.4,Stub
12161,Abel Chivukuvuku,Angola,799683479,30.4,Start
12162,Domingos Culolo,Angola,800233344,30.4,Stub
12163,Domingos Manuel Njinga,Angola,800233405,30.4,Stub
12164,Valentim Amões,Angola,800247488,30.4,Stub
12165,Aliceres Mango,Angola,800247641,30.4,Stub
12166,Lopo do Nascimento,Angola,800247720,30.4,Stub
12167,António Alberto Neto,Angola,800247804,30.4,Stub
12168,Tito Chingunji,Angola,800989005,30.4,Stub
12169,Isaías Samakuva,Angola,801156035,30.4,Start
12170,Efigênia dos Santos Lima Clemente,Angola,801194124,30.4,Stub
12171,Uanhenga Xitu,Angola,801631929,30.4,Stub
12172,Bornito de Sousa,Angola,802530534,30.4,Start
12173,Manuel Vicente,Angola,802610698,30.4,C
12174,Fernando José de França Dias Van-Dúnem,Angola,803036381,30.4,C
12175,Francisco Higino Carneiro,Angola,803953524,30.4,Stub
12176,Georges Rebelo Chicoti,Angola,804379199,30.4,Start
12177,Jonas Savimbi,Angola,805396216,30.4,C
12178,João Lourenço,Angola,805600045,30.4,C
12179,President of Angola,Angola,806363901,30.4,Start
12180,José Eduardo dos Santos,Angola,806849684,30.4,B
12181,Hiša Marije Pomočnice,Slovenia,624468970,2.1,Stub
12182,List of Slovenian politicians,Slovenia,679559247,2.1,Stub
12183,Franci Slak,Slovenia,691045510,2.1,Start
12184,Franci Kek,Slovenia,708473880,2.1,Stub
12185,Katja Boh,Slovenia,715002768,2.1,Start
12186,Etbin Kristan,Slovenia,717589260,2.1,Start
12187,Ludvik Toplak,Slovenia,720291870,2.1,Start
12188,Matija Škerbec,Slovenia,721867174,2.1,B
12189,Valentin Zarnik,Slovenia,723006063,2.1,Stub
12190,Drago Marušič,Slovenia,723568459,2.1,Start
12191,Matija Majar,Slovenia,729913395,2.1,Start
12192,Ljubica Jelušič,Slovenia,730293750,2.1,Stub
12193,Jelko Kacin,Slovenia,730652372,2.1,Start
12194,Mojca Kleva,Slovenia,730674032,2.1,Start
12195,József Klekl (politician),Slovenia,730725988,2.1,Start
12196,Tomaž Marušič,Slovenia,731848951,2.1,Stub
12197,Anton Novačan,Slovenia,744645271,2.1,Start
12198,József Klekl (writer),Slovenia,748747928,2.1,Start
12199,Dejan Židan,Slovenia,751242571,2.1,Stub
12200,Alenka Smerkolj,Slovenia,751243434,2.1,Start
12201,Tone Partljič,Slovenia,753811952,2.1,Start
12202,Majda Širca,Slovenia,768472670,2.1,Start
12203,Cankar Centre,Slovenia,768526499,2.1,Start
12204,Ivo Vajgl,Slovenia,772511038,2.1,Start
12205,Vilmos Tkálecz,Slovenia,772511383,2.1,Stub
12206,Anja Bah Žibert,Slovenia,774615452,2.1,Stub
12207,Katja Koren,Slovenia,775073864,2.1,Start
12208,Mária Pozsonec,Slovenia,775368951,2.1,Start
12209,József Szakovics,Slovenia,777924826,2.1,Start
12210,Franc Snoj,Slovenia,779035961,2.1,Stub
12211,Ivan Cankar,Slovenia,781863742,2.1,C
12212,Marta Brilej,Slovenia,782014775,2.1,Start
12213,Lev Kreft,Slovenia,782158855,2.1,Stub
12214,Miro Steržaj,Slovenia,782637247,2.1,Start
12215,József Borovnyák,Slovenia,782976795,2.1,Stub
12216,Spomenka Hribar,Slovenia,784578705,2.1,C
12217,István Kühár,Slovenia,786986422,2.1,Stub
12218,Roman Kirn,Slovenia,788030262,2.1,Stub
12219,Angela Vode,Slovenia,789199782,2.1,C
12220,Tomaž Ertl,Slovenia,789273182,2.1,Stub
12221,Mojca Drčar Murko,Slovenia,790608291,2.1,Stub
12222,Tanja Fajon,Slovenia,790608301,2.1,C
12223,Blaž Kavčič (politician),Slovenia,791679825,2.1,Stub
12224,Božidar Jakac,Slovenia,792070941,2.1,C
12225,Boris Furlan,Slovenia,797969620,2.1,C
12226,Igor Šoltes,Slovenia,798288705,2.1,Start
12227,Alojzija Štebi,Slovenia,798488329,2.1,GA
12228,Lambert Ehrlich,Slovenia,800228623,2.1,C
12229,Romana Jordan Cizelj,Slovenia,800716994,2.1,Start
12230,Eva Irgl,Slovenia,800818597,2.1,Start
12231,Andrej Benedejčič,Slovenia,801279018,2.1,Start
12232,Andrej Osterman,Slovenia,801383756,2.1,Stub
12233,Ivan Kramberger,Slovenia,803451102,2.1,Start
12234,Janez Janša,Slovenia,804943051,2.1,C
12235,Violeta Bulc,Slovenia,806901419,2.1,Start
12236,Alenka Bikar,Slovenia,806983705,2.1,Start
12237,Đuro Šurmin,Croatia,625509885,4.1,Start
12238,Zvonimir Mršić,Croatia,684859066,4.1,Stub
12239,Silvije Degen,Croatia,705106158,4.1,Stub
12240,Božidar Adžija,Croatia,705332341,4.1,Stub
12241,Ognjen Prica,Croatia,705360501,4.1,Start
12242,Otokar Keršovani,Croatia,705360606,4.1,Start
12243,Krešimir Ćosić (politician),Croatia,705397692,4.1,Stub
12244,Josip Pankretić,Croatia,710129550,4.1,Stub
12245,Petar Mlinarić,Croatia,712105295,4.1,Stub
12246,Vjekoslav Spinčić,Croatia,712809299,4.1,Start
12247,Ivan Cesar,Croatia,715335571,4.1,Stub
12248,Janko Kamauf,Croatia,716034447,4.1,Stub
12249,Juraj Demetrović,Croatia,717359520,4.1,Stub
12250,Aleksandar Rakodczay,Croatia,717542728,4.1,Stub
12251,Damir Rilje,Croatia,718837778,4.1,Stub
12252,Zlatko Vitez,Croatia,719226426,4.1,Stub
12253,Antun Mihalović,Croatia,719851898,4.1,Stub
12254,Antun Vakanović,Croatia,719870645,4.1,Stub
12255,Dušan Dragosavac,Croatia,720526880,4.1,Stub
12256,Rajko Ostojić,Croatia,720931349,4.1,Stub
12257,Josip Smodlaka,Croatia,720993023,4.1,Stub
12258,Ivo Amulić,Croatia,720993037,4.1,Stub
12259,Ante Mrduljaš,Croatia,720993051,4.1,Stub
12260,Šimun de Michieli-Vitturi,Croatia,720993870,4.1,Stub
12261,Aleksandar Nallini,Croatia,720993887,4.1,Stub
12262,Emil Ragazzini,Croatia,720993927,4.1,Stub
12263,Umberto Fabris,Croatia,721901285,4.1,Stub
12264,Branko Švarc,Croatia,722833303,4.1,Stub
12265,Vladimir Mažuranić,Croatia,723941816,4.1,Stub
12266,Nikica Gabrić,Croatia,723942277,4.1,Stub
12267,Nadežda Čačinovič,Croatia,723955885,4.1,Start
12268,Nebojša Koharović,Croatia,726752865,4.1,Stub
12269,Petar Vitezica,Croatia,727132412,4.1,Stub
12270,Jakov Cindro,Croatia,727134996,4.1,Stub
12271,Sebastiano Dolci,Croatia,728670457,4.1,Stub
12272,Marino Baldini,Croatia,730681540,4.1,Stub
12273,Pavao Muhić,Croatia,731856594,4.1,Stub
12274,Siniša Školneković,Croatia,735870768,4.1,Stub
12275,Adolf Mošinsky,Croatia,742566840,4.1,Stub
12276,Dragan Vulin,Croatia,743532539,4.1,Start
12277,Milan Kujundžić,Croatia,745329910,4.1,Start
12278,Darinko Kosor,Croatia,745401132,4.1,Stub
12279,Mirko Bogović,Croatia,746399513,4.1,Stub
12280,Arsen Bauk,Croatia,748119210,4.1,Stub
12281,Vladimir Šišljagić,Croatia,749384102,4.1,Stub
12282,Branko Hrg,Croatia,751396900,4.1,Stub
12283,Nansi Tireli,Croatia,751594750,4.1,Start
12284,Krešimir Bubalo,Croatia,757561812,4.1,Stub
12285,Nazif Memedi,Croatia,758533356,4.1,Stub
12286,Jakov Blažević,Croatia,758957460,4.1,Stub
12287,Zvonko Brkić,Croatia,758957615,4.1,Stub
12288,Davor Škrlec,Croatia,761244047,4.1,Stub
12289,Boris Buzančić,Croatia,761837709,4.1,Stub
12290,Đuro Basariček,Croatia,762023726,4.1,Start
12291,Dragutin Haramija,Croatia,762637325,4.1,Stub
12292,Andro Vlahušić,Croatia,763158518,4.1,Stub
12293,Damir Škaro,Croatia,763159123,4.1,Stub
12294,Josip Cindro,Croatia,763292209,4.1,Stub
12295,Milan Šufflay,Croatia,771821755,4.1,C
12296,Svetozar Pribićević,Croatia,772599844,4.1,C
12297,Božo Nikolić,Croatia,772774663,4.1,Stub
12298,Ivan Bunić Vučić,Croatia,774306533,4.1,Stub
12299,Željko Turk,Croatia,775080683,4.1,Stub
12300,Ivan Kuret,Croatia,775624588,4.1,Stub
12301,Vladimir Zagorec,Croatia,776260767,4.1,C
12302,Vlado Singer,Croatia,777056181,4.1,C
12303,Pavle Gregorić,Croatia,777423037,4.1,Stub
12304,Josip Friščić,Croatia,777587363,4.1,Stub
12305,Josip Kregar,Croatia,777587617,4.1,Start
12306,Luciano Sušanj,Croatia,777643196,4.1,C
12307,Joško Svaguša,Croatia,777658380,4.1,Start
12308,Ivo Krbek,Croatia,778667989,4.1,Stub
12309,Josip Jurčević,Croatia,781152002,4.1,Start
12310,Ivan Rabuzin,Croatia,781996299,4.1,Start
12311,Slavko Vukšić,Croatia,781997714,4.1,Stub
12312,Valter Flego,Croatia,782073792,4.1,Start
12313,Ante Paradžik,Croatia,782416698,4.1,Start
12314,Zvonimir Šeparović,Croatia,783002071,4.1,Start
12315,Izidor Kršnjavi,Croatia,783100436,4.1,Start
12316,Marija Lugarić,Croatia,783497022,4.1,Stub
12317,Nadan Vidošević,Croatia,783802982,4.1,Start
12318,Ivan Kovačić,Croatia,785451523,4.1,Stub
12319,Vjekoslav Servatzy,Croatia,786223826,4.1,Start
12320,Slavko Wolf,Croatia,786604485,4.1,Start
12321,Damir Polančec,Croatia,787781591,4.1,Stub
12322,Vesna Girardi-Jurkić,Croatia,788303012,4.1,Start
12323,Zvonimir Richtmann,Croatia,788306307,4.1,Start
12324,Ljudevit Vukotinović,Croatia,788309097,4.1,Start
12325,Tadija Smičiklas,Croatia,788444830,4.1,C
12326,Slavko Cuvaj,Croatia,789267314,4.1,Stub
12327,Ferenc Esterházy (1715–1785),Croatia,789267332,4.1,Stub
12328,Vilim Herman,Croatia,789267342,4.1,Start
12329,Nenad Porges,Croatia,789267429,4.1,Start
12330,Koloman Bedeković,Croatia,789294528,4.1,Stub
12331,Emerik Josipović,Croatia,789295285,4.1,Stub
12332,Gejza Josipović,Croatia,789295289,4.1,Stub
12333,Stjepan Kovačević,Croatia,789295464,4.1,Stub
12334,Nikola Tomašić,Croatia,789296408,4.1,Stub
12335,Ante Ledić,Croatia,789385949,4.1,Stub
12336,Anto Kovačević,Croatia,789442494,4.1,Stub
12337,Đurđa Adlešič,Croatia,789468057,4.1,Stub
12338,Antun Augustinčić,Croatia,789494190,4.1,C
12339,Zdravka Bušić,Croatia,790607686,4.1,Stub
12340,Ruža Tomašić,Croatia,790607890,4.1,C
12341,Petar Alberti,Croatia,790705939,4.1,Stub
12342,Neven Mimica,Croatia,791826853,4.1,C
12343,Relja Bašić,Croatia,792023776,4.1,Start
12344,Božo Kovačević (politician),Croatia,792071174,4.1,Stub
12345,Perica Bukić,Croatia,793441487,4.1,Start
12346,Josip Predavec,Croatia,793704011,4.1,Stub
12347,Igor Pokaz,Croatia,793896344,4.1,Start
12348,Ema Derossi-Bjelajac,Croatia,793911779,4.1,Stub
12349,Predrag Štromar,Croatia,793948787,4.1,Stub
12350,Savka Dabčević-Kučar,Croatia,794220516,4.1,Start
12351,Josipa Rimac,Croatia,794331202,4.1,Start
12352,Ivan Werner,Croatia,794460147,4.1,Stub
12353,Nikica Valentić,Croatia,794605257,4.1,Start
12354,Ivana Maletić,Croatia,794694590,4.1,Stub
12355,Davor Božinović,Croatia,794956618,4.1,Stub
12356,Slavko Linić,Croatia,795060438,4.1,Stub
12357,Hakija Hadžić,Croatia,795365942,4.1,Start
12358,Aco Apolonio,Croatia,795735366,4.1,Stub
12359,Željko Burić,Croatia,795787789,4.1,Start
12360,Vladimir Bakarić,Croatia,796947477,4.1,Start
12361,Ivo Perišin,Croatia,796947541,4.1,Start
12362,Jure Bilić,Croatia,796947583,4.1,Stub
12363,Katica Ivanišević,Croatia,796948039,4.1,Stub
12364,Branko Vukelić,Croatia,797689385,4.1,Stub
12365,Petar Pejačević,Croatia,797715320,4.1,Stub
12366,Nedjeljko Mihanović,Croatia,798070897,4.1,Stub
12367,Ivan Rikard Ivanović,Croatia,798337761,4.1,Start
12368,Damir Bajs,Croatia,798756016,4.1,Stub
12369,Nenad Ivanković,Croatia,799245170,4.1,Start
12370,Davor Štern,Croatia,799278856,4.1,Start
12371,Daniel Ivin,Croatia,800319146,4.1,Start
12372,Leon Geršković,Croatia,800319851,4.1,Start
12373,Mihael Montiljo,Croatia,800337952,4.1,Start
12374,Branko Horvat,Croatia,800344485,4.1,Start
12375,Kolinda Grabar-Kitarović,Croatia,800972067,4.1,GA
12376,Jasen Mesić,Croatia,801282684,4.1,Stub
12377,Tihomir Orešković,Croatia,802230079,4.1,GA
12378,Josip Juraj Strossmayer,Croatia,802855076,4.1,C
12379,Anka Mrak-Taritaš,Croatia,803154987,4.1,Start
12380,Đorđe Vojnović,Croatia,803830996,4.1,Stub
12381,Dragan Markovina,Croatia,803858875,4.1,C
12382,Branko Mikša,Croatia,803931230,4.1,Stub
12383,Franjo Arapović,Croatia,803992334,4.1,Start
12384,Josip Leko,Croatia,804106821,4.1,Stub
12385,Ivan Čehok,Croatia,804537963,4.1,Stub
12386,Boris Klemenić,Croatia,804749199,4.1,Stub
12387,Danira Bilić,Croatia,804751427,4.1,Stub
12388,Mato Arlović,Croatia,804855217,4.1,Start
12389,Antun Sorkočević,Croatia,806032744,4.1,Start
12390,Milka Planinc,Croatia,806196071,4.1,C
12391,Savo Zlatić,Croatia,806238538,4.1,C
12392,Slobodan Lang,Croatia,806466645,4.1,C
12393,Mirko Cro Cop,Croatia,806706707,4.1,B
12394,Karlo Lanza,Croatia,806751655,4.1,Stub
12395,Lordan Zafranović,Croatia,807202095,4.1,C
12396,Marko Veselica,Croatia,807408210,4.1,Start
12397,Josip Broz Tito,Croatia,807415247,4.1,GA
12398,Suishō,Japan,626606789,126.5,Stub
12399,Masahiro Futahashi,Japan,672284154,126.5,Stub
12400,Mōri Gorō,Japan,704596904,126.5,Stub
12401,Torii Tadafumi,Japan,706231609,126.5,Stub
12402,Minamoto no Mitsuyuki,Japan,706231743,126.5,Stub
12403,Keiko Higuchi,Japan,706231958,126.5,Stub
12404,Mishima Michitsune,Japan,706233042,126.5,Start
12405,Akira Hatano,Japan,706233074,126.5,Stub
12406,Ryōichi Kuroda,Japan,706233282,126.5,Stub
12407,Masami Nishimura,Japan,706233501,126.5,Stub
12408,Jirō Shirasu,Japan,706234220,126.5,Stub
12409,Tsuneo Tanaka,Japan,706235030,126.5,Stub
12410,Tanaka Fujimaro,Japan,706235531,126.5,Start
12411,Eri Tokunaga,Japan,706241606,126.5,Stub
12412,Nobuteru Mori,Japan,706241823,126.5,Stub
12413,Tsunetoshi Tanaka,Japan,706242060,126.5,Stub
12414,Yoshihiro Kawano,Japan,706242061,126.5,Stub
12415,Masakazu Nakai,Japan,706242079,126.5,Start
12416,Yoshihiro Tokugawa,Japan,706242815,126.5,Stub
12417,Koji Kakizawa,Japan,706340312,126.5,Start
12418,Toshio Ogawa,Japan,707142136,126.5,Start
12419,Masayuki Fujio,Japan,707363614,126.5,Stub
12420,Maeda Gen'i,Japan,708214266,126.5,Stub
12421,Kanda Takahira,Japan,709650362,126.5,Stub
12422,Kōzō Watanabe (Liberal Democratic Party politician),Japan,709935445,126.5,Stub
12423,Masakatsu Koike,Japan,710950386,126.5,Stub
12424,Anton Wicky,Japan,712433279,126.5,Stub
12425,Chikahiko Koizumi,Japan,717053331,126.5,Stub
12426,Daizō Nozawa,Japan,717416250,126.5,Stub
12427,Ikuo Oyama,Japan,717644643,126.5,Stub
12428,Yōzō Toyoshima,Japan,717720145,126.5,Stub
12429,Oguri Kozukenosuke,Japan,720958833,126.5,C
12430,Nezu Kaichirō,Japan,721056829,126.5,Start
12431,Eikichi Minato,Japan,722387641,126.5,Stub
12432,Fumiaki Kobayashi (politician),Japan,723141669,126.5,Start
12433,Masataka Matsuura,Japan,723423000,126.5,Stub
12434,Uchida Kakichi,Japan,723674591,126.5,Stub
12435,Kan Abe,Japan,723834096,126.5,Start
12436,Kiyoharu Ishiwata,Japan,723957776,126.5,Stub
12437,Karen Makishima,Japan,723972121,126.5,Stub
12438,Hideo Ōnishi,Japan,723972166,126.5,Stub
12439,Haruo Okada,Japan,724040910,126.5,Stub
12440,Kiyoko Ono,Japan,724807659,126.5,Start
12441,Katsuhito Noshi,Japan,725890570,126.5,Stub
12442,Miguel Chijiwa,Japan,726620155,126.5,Stub
12443,Kawaji Toshiyoshi,Japan,727707402,126.5,Stub
12444,Katsuhiro Akimoto,Japan,728907547,126.5,Stub
12445,Ichiro Nakagawa,Japan,729756769,126.5,Stub
12446,Eisuke Hinode,Japan,731438482,126.5,Stub
12447,Kōzō Sasaki,Japan,733521939,126.5,Stub
12448,Noboru Kousaka,Japan,733872942,126.5,Stub
12449,Tatsuo Ozawa,Japan,734883244,126.5,Stub
12450,Kan'ichi Oda,Japan,735589001,126.5,Stub
12451,Tadashi Maeda (politician),Japan,735821582,126.5,Stub
12452,Makoto Taniguchi,Japan,736253259,126.5,Stub
12453,Shinkun Haku,Japan,738167888,126.5,Stub
12454,Takao Fujinami,Japan,738169814,126.5,Start
12455,Akira Matsu,Japan,738685623,126.5,Stub
12456,Hideto Ōnishi,Japan,740154736,126.5,Stub
12457,Keizō Hamada,Japan,740154849,126.5,Stub
12458,Masa Nakayama,Japan,740469712,126.5,Start
12459,Naoki Tanaka,Japan,742209296,126.5,Stub
12460,Hsu Dau-lin,Japan,742382669,126.5,C
12461,Kenji Utsunomiya,Japan,742443060,126.5,C
12462,Tamayo Marukawa,Japan,742484480,126.5,Stub
12463,List of Japanese politicians,Japan,742764259,126.5,Stub
12464,Satoshi Akao,Japan,743245389,126.5,Stub
12465,Hirofumi Yamashita,Japan,743821592,126.5,Stub
12466,Kira Yoshinaka,Japan,745019152,126.5,Start
12467,Hiroshi Maruyama,Japan,745710024,126.5,Stub
12468,Hiroo Ōhara,Japan,745764503,126.5,Stub
12469,Toshio Irie (bureaucrat),Japan,746269918,126.5,Stub
12470,Tadahiro Ando,Japan,746599009,126.5,Stub
12471,Kanson Arahata,Japan,747952106,126.5,Stub
12472,Yoichi Kuroda,Japan,749362509,126.5,Stub
12473,Akira Tomii,Japan,750308917,126.5,Stub
12474,Sōichirō Takashima,Japan,750583822,126.5,Stub
12475,Matsudaira Tarō,Japan,751259654,126.5,Stub
12476,List of Japanese Residents-General of Korea,Japan,751463113,126.5,Stub
12477,Hajime Seki,Japan,753415651,126.5,Start
12478,Ikuo Kabashima,Japan,753497907,126.5,Stub
12479,Seiko Hashimoto,Japan,754144710,126.5,C
12480,Hatoyama family,Japan,754513220,126.5,Stub
12481,Sakuma Shōzan,Japan,754515262,126.5,Start
12482,Makoto Hirayama,Japan,755371378,126.5,Start
12483,Kunihiko Hashida,Japan,755843672,126.5,Stub
12484,Hisayasu Nagata,Japan,756699750,126.5,Start
12485,Makoto Taki,Japan,756715543,126.5,Start
12486,Michihiko Kano,Japan,756715635,126.5,Stub
12487,Mikio Fujita,Japan,756715644,126.5,Stub
12488,Muneo Suzuki,Japan,756715775,126.5,Start
12489,Nobuo Matsuno,Japan,756715804,126.5,Stub
12490,Taku Otsuka,Japan,756716825,126.5,Start
12491,Yamato Inaba,Japan,756717211,126.5,Stub
12492,Teruaki Masumoto,Japan,756720582,126.5,Stub
12493,Masamune Wada,Japan,756759608,126.5,Stub
12494,Yukari Iijima,Japan,756833498,126.5,Stub
12495,Michiko Fujiwara,Japan,757341812,126.5,Stub
12496,Teruki Gotō,Japan,757368368,126.5,Stub
12497,Hoshi Tōru,Japan,757562608,126.5,Start
12498,Takashi Suzuki (politician),Japan,757562626,126.5,Stub
12499,Kyokudōzan Kazuyasu,Japan,757563813,126.5,C
12500,Takashi Sasagawa,Japan,757563824,126.5,Stub
12501,Shigeru Sahashi,Japan,759511645,126.5,Start
12502,Nobuo Kishi,Japan,760606135,126.5,Start
12503,Date Munenari,Japan,761243798,126.5,Start
12504,Tadao Watanabe,Japan,762042217,126.5,Stub
12505,Ōtomo no Otomaro,Japan,762706551,126.5,Stub
12506,Prince Narinaga,Japan,762722684,126.5,Stub
12507,Chinda Sutemi,Japan,763969619,126.5,Start
12508,Misako Enoki,Japan,764840528,126.5,Start
12509,Toshikatsu Matsuoka,Japan,766997127,126.5,C
12510,Yukio Aoshima,Japan,767137454,126.5,C
12511,Katsuhito Yokokume,Japan,767300612,126.5,Stub
12512,Tsuneo Mori,Japan,767794799,126.5,Stub
