,page,country,rev_id,Population mid-2018 (millions),prediction
19499,High Commissioner of the Levant,France,777118546,65.1,Stub
19500,Stéphane Artano,France,777126471,65.1,Stub
19501,Jean-Pierre Cave,France,777483052,65.1,Stub
19502,Joseph Lainé,France,777510248,65.1,Stub
19503,Philippe Mestre,France,777665838,65.1,Stub
19504,Henri Martin (French politician),France,777775713,65.1,Stub
19505,Rirette Maîtrejean,France,778430404,65.1,Stub
19506,Henri Barbé,France,778654258,65.1,Stub
19507,Pierre Célor,France,778654287,65.1,Stub
19508,Armand Chouffet,France,779061005,65.1,Start
19509,Kofi Yamgnane,France,779240977,65.1,C
19510,Pascal Lamy,France,779463000,65.1,C
19511,Arthur Moulin,France,779645218,65.1,Stub
19512,Jean-Michel Baylet,France,779762219,65.1,Stub
19513,Jules Simon,France,779942096,65.1,C
19514,Edmond Blanc,France,780115437,65.1,Stub
19515,Jean-Baptiste Lacoste,France,780140960,65.1,Start
19516,Louis Lafferre,France,780578651,65.1,Stub
19517,Jean Leguay,France,780620504,65.1,Start
19518,Joseph Wresinski,France,780661975,65.1,Start
19519,François Fortassin,France,780763793,65.1,Stub
19520,Alfred Joseph Naquet,France,780846384,65.1,Start
19521,Patrick Kanner,France,780949590,65.1,Stub
19522,Michel d'Ornano,France,780984564,65.1,Stub
19523,Robert Poujade,France,780984614,65.1,Stub
19524,Georges Theil,France,781076840,65.1,Stub
19525,Jean-Nicolas Bouilly,France,781126491,65.1,Start
19526,Jules Anglès,France,781300690,65.1,Start
19527,Dominique Joseph Garat,France,781902410,65.1,C
19528,Ernest Chénière,France,782345492,65.1,Stub
19529,Gian Paolo Borghetti,France,782407882,65.1,C
19530,Antoine Dorfeuille,France,782434181,65.1,C
19531,David Assouline,France,782537223,65.1,Start
19532,Olympe Audouard,France,782559711,65.1,Stub
19533,Justin de Selves,France,782645436,65.1,Stub
19534,Antoine du Verdier,France,782884178,65.1,Start
19535,Philippe Hurault de Cheverny,France,782884198,65.1,Start
19536,Jacques Marquet de Montbreton de Norvins,France,782884346,65.1,Stub
19537,"Bonabes, Count of Rougé",France,782963427,65.1,Stub
19538,Pierre Étienne Bourgeois de Boynes,France,782996380,65.1,Start
19539,Camille Teisseire,France,783132477,65.1,Start
19540,Augustin Pouyer-Quertier,France,783211240,65.1,Stub
19541,Charles Huntziger,France,783252928,65.1,Start
19542,Marc-René de Voyer de Paulmy d'Argenson (1652–1721),France,783325106,65.1,C
19543,Marie-Christine Arnautu,France,783477649,65.1,Stub
19544,Jean-Baptiste Bienvenu-Martin,France,783546348,65.1,Start
19545,Pierre Broussel,France,783546608,65.1,Stub
19546,André Frédéric Hartmann,France,783564312,65.1,Stub
19547,Michel Craplet,France,783604669,65.1,Stub
19548,Paul-Henri-Benjamin d'Estournelles de Constant,France,783685480,65.1,Start
19549,Paul Copin-Albancelli,France,783903065,65.1,Start
19550,César Campinchi,France,783975863,65.1,Start
19551,Yannick Jadot,France,784217962,65.1,Start
19552,Tanneguy Duchâtel,France,784250322,65.1,Stub
19553,Édouard Grinda,France,784313465,65.1,Stub
19554,Charles-Claude Flahaut de la Billaderie,France,784642638,65.1,Stub
19555,Célestin Hennion,France,784658270,65.1,C
19556,Yann Fouéré,France,784715608,65.1,Start
19557,Robert Fournier-Sarlovèze,France,784723517,65.1,Stub
19558,Boris Fraenkel,France,784725912,65.1,Start
19559,Jean Alfred Fraissinet,France,784726597,65.1,B
19560,"Gabriel Paul Othenin de Cléron, comte d'Haussonville",France,784838102,65.1,Start
19561,Daniel Gluckstein,France,785165365,65.1,Start
19562,Lucien Le Foyer,France,785570641,65.1,C
19563,Severiano de Heredia,France,785573614,65.1,C
19564,Jean-Jacques Delvaux,France,785589199,65.1,Stub
19565,Charles Humbert,France,785930159,65.1,Start
19566,Jean Foyer,France,786074709,65.1,Start
19567,Georges Catroux,France,786203277,65.1,Start
19568,Lionel Stoléru,France,786290758,65.1,Start
19569,François de La Rocque,France,786324279,65.1,C
19570,Anne du Bourg,France,786343821,65.1,Stub
19571,Adrienne Horvath,France,786387939,65.1,Stub
19572,Michèle Rivasi,France,786388701,65.1,Start
19573,Leila Aïchi,France,786390688,65.1,Stub
19574,Jacqueline Alduy,France,786390721,65.1,Stub
19575,Patricia Morhet-Richaud,France,786393127,65.1,Stub
19576,David Rachline,France,786490483,65.1,Stub
19577,Claude Érignac,France,786515396,65.1,Stub
19578,Patalione Kanimoa,France,786575249,65.1,Stub
19579,Henri de Kérillis,France,786578705,65.1,GA
19580,Victor Basch,France,786588699,65.1,Start
19581,"Charles Louis Huguet, marquis de Sémonville",France,786643800,65.1,Start
19582,Mark Fredriksen,France,786708957,65.1,Start
19583,Pierre Dharréville,France,786757777,65.1,Stub
19584,André Lajoinie,France,786809747,65.1,Stub
19585,Émile Flourens,France,786836096,65.1,Start
19586,Henri Gouraud (general),France,786860127,65.1,C
19587,Pierre Pujo,France,786868784,65.1,Stub
19588,Vaucluse's 3rd constituency,France,786973863,65.1,Start
19589,Léon Bourgeois,France,786990600,65.1,C
19590,List of Presidents of the National Convention,France,787197662,65.1,B
19591,Jean Madiran,France,787201596,65.1,C
19592,"Jean-Louis Masson (politician, 1947)",France,787279869,65.1,Stub
19593,Daniel Dubois,France,787291035,65.1,Stub
19594,Jean Boyer (politician),France,787294172,65.1,Stub
19595,The Last Moments of Napoleon,France,787355634,65.1,Stub
19596,La France pour la vie,France,787356056,65.1,Start
19597,Émile (novel),France,787356327,65.1,Stub
19598,Charles Millon,France,787445020,65.1,Start
19599,Philippe Henriot,France,787485697,65.1,C
19600,Jean Pierre-Bloch,France,787529786,65.1,Start
19601,Frédéric Petit (19th-century politician),France,787530960,65.1,Stub
19602,Hélène Franco,France,787564273,65.1,Stub
19603,Jean-Bernard Raimond,France,787668821,65.1,Start
19604,Adolphe Vuitry,France,787716198,65.1,C
19605,Pierre Messmer,France,787866726,65.1,B
19606,Édith Cresson,France,787866769,65.1,C
19607,Henri Pozzi,France,787969567,65.1,Stub
19608,Hélène Pelosse,France,787999731,65.1,Start
19609,Monique Barbut,France,788018699,65.1,Stub
19610,Saucisse,France,788086888,65.1,C
19611,Philippe Saunier,France,788088442,65.1,Start
19612,Liêm Hoang Ngoc,France,788190525,65.1,Stub
19613,André-Hercule de Fleury,France,788206087,65.1,C
19614,Michel d'Aillières,France,788248646,65.1,Stub
19615,Hubert Bourgin,France,788270212,65.1,Start
19616,Michel Charasse,France,788279410,65.1,Stub
19617,Society of the Friends of Truth,France,788347841,65.1,B
19618,Luc Carvounas,France,788467459,65.1,Stub
19619,Gaspard II de Coligny,France,788517891,65.1,C
19620,Charles Berthézenne,France,788626221,65.1,Stub
19621,Adrien Zeller,France,788793519,65.1,Stub
19622,Agnès Thill,France,788793526,65.1,Stub
19623,Aina Kuric,France,788793534,65.1,Stub
19624,Alain David (politician),France,788793648,65.1,Stub
19625,Alain Péréa,France,788793813,65.1,Stub
19626,Albert Likuvalu,France,788793855,65.1,Stub
19627,André Chassaigne,France,788793956,65.1,Stub
19628,André Gerin,France,788793973,65.1,Stub
19629,André Villiers,France,788794010,65.1,Stub
19630,André Wojciechowski,France,788794022,65.1,Stub
19631,Anissa Khedher,France,788794028,65.1,Stub
19632,Annaïg Le Meur,France,788794031,65.1,Stub
19633,Anne Blanc,France,788794035,65.1,Stub
19634,Anne Grommerch,France,788794055,65.1,Stub
19635,Anne-Christine Lang,France,788794064,65.1,Stub
19636,Anne-France Brunet,France,788794066,65.1,Stub
19637,Anne-Laure Cattelot,France,788794073,65.1,Stub
19638,Anne-Marie Payet,France,788794081,65.1,Stub
19639,Annie Chapelier,France,788794096,65.1,Stub
19640,Annie Genevard,France,788794100,65.1,Stub
19641,Anthony Cellier,France,788794109,65.1,Stub
19642,Antoine Rufenacht,France,788794128,65.1,Start
19643,Arnaud Viala,France,788794241,65.1,Stub
19644,Ary Chalus,France,788794250,65.1,Stub
19645,Aude Amadou,France,788794255,65.1,Stub
19646,Aude Luquet,France,788794262,65.1,Stub
19647,Aurélien Taché,France,788794289,65.1,Stub
19648,Barbara Bessot-Ballot,France,788794305,65.1,Stub
19649,Belkhir Belhaddad,France,788794326,65.1,Stub
19650,Benjamin Dirx,France,788794330,65.1,Stub
19651,Benoît Potterie,France,788794363,65.1,Stub
19652,Bernard Bosson,France,788794382,65.1,Stub
19653,Bertrand Sorre,France,788794497,65.1,Stub
19654,Blandine Brocard,France,788794503,65.1,Stub
19655,Boris Vallaud,France,788794512,65.1,Stub
19656,Brahim Hammouche,France,788794693,65.1,Stub
19657,Brigitte Bourguignon,France,788794712,65.1,Stub
19658,Brigitte Liso,France,788794730,65.1,Stub
19659,Bruno Duvergé,France,788794749,65.1,Stub
19660,Bruno Fuchs,France,788794753,65.1,Stub
19661,Bruno Millienne,France,788794782,65.1,Stub
19662,Bruno Questel,France,788794785,65.1,Stub
19663,Bruno Retailleau,France,788794792,65.1,Stub
19664,Buon Tan,France,788794811,65.1,Stub
19665,Béatrice Piron,France,788794825,65.1,Stub
19666,Carole Bureau-Bonnard,France,788794871,65.1,Stub
19667,Carole Grandjean,France,788794879,65.1,Stub
19668,Catherine Kamowski,France,788794932,65.1,Stub
19669,Catherine Morin-Desailly,France,788798031,65.1,Stub
19670,Catherine Osson,France,788798038,65.1,Stub
19671,Cendra Motin,France,788798075,65.1,Stub
19672,Chantal Robin-Rodrigo,France,788798106,65.1,Stub
19673,Charlotte Lecocq,France,788798156,65.1,Stub
19674,Christelle Dubos,France,788798174,65.1,Stub
19675,Christine Cloarec,France,788798286,65.1,Stub
19676,Christine Hennion,France,788798291,65.1,Stub
19677,Christophe Di Pompeo,France,788798342,65.1,Stub
19678,Christophe Lejeune,France,788798362,65.1,Stub
19679,Éric Woerth,France,788798423,65.1,C
19680,Éric Jalton,France,788798445,65.1,Stub
19681,Éric Girardin,France,788798449,65.1,Stub
19682,Émilie Guerel,France,788798499,65.1,Stub
19683,Émile Zuccarelli,France,788798505,65.1,Start
19684,Yves Pozzo di Borgo,France,788798603,65.1,Start
19685,Yves Daniel,France,788798640,65.1,Stub
19686,Yves Blein,France,788798654,65.1,Stub
19687,Yvan Lachaud,France,788798662,65.1,Stub
19688,Yolaine de Courson,France,788798664,65.1,Stub
19689,Yannick Kerlogot,France,788798676,65.1,Stub
19690,Yannick Haury,France,788798680,65.1,Stub
19691,Yann Wehrling,France,788798687,65.1,Start
19692,Xavier Roseren,France,788798711,65.1,Stub
19693,Xavier Paluszkiewicz,France,788798715,65.1,Stub
19694,Xavier Batut,France,788798733,65.1,Stub
19695,Véronique Riotton,France,788798739,65.1,Stub
19696,Véronique Besse,France,788798758,65.1,Stub
19697,Vincent Ledoux,France,788799274,65.1,Stub
19698,Vincent Bru,France,788799287,65.1,Stub
19699,Victorin Lurel,France,788799334,65.1,Stub
19700,Valérie Thomas,France,788799343,65.1,Stub
19701,Valérie Oppelt,France,788799366,65.1,Stub
19702,Valéria Faure-Muntian,France,788799404,65.1,Stub
19703,Thomas Mesnier,France,788799427,65.1,Stub
19704,Thomas Gassilloud,France,788799433,65.1,Stub
19705,Thierry Michels,France,788799443,65.1,Stub
19706,Thierry Benoit,France,788799481,65.1,Stub
19707,Sébastien Nadot,France,788799495,65.1,Stub
19708,Sébastien Lecornu,France,788799501,65.1,Stub
19709,Sébastien Cazenove,France,788799521,65.1,Stub
19710,Sylvie Charrière,France,788799552,65.1,Stub
19711,Stéphanie Kerbarh,France,788799584,65.1,Stub
19712,Stéphane Testé,France,788799605,65.1,Stub
19713,Stéphane Peu,France,788799614,65.1,Stub
19714,Stéphane Mazars,France,788799618,65.1,Stub
19715,Stéphane Demilly,France,788799634,65.1,Stub
19716,Sophie Primas,France,788799662,65.1,Stub
19717,Sophie Panonacle,France,788799666,65.1,Stub
19718,Sophie Mette,France,788799670,65.1,Stub
19719,Sophie Beaudouin-Hubière,France,788799694,65.1,Stub
19720,Simon Renucci,France,788799728,65.1,Stub
19721,Sergio Coronado,France,788799746,65.1,Stub
19722,Serge Lepeltier,France,788799771,65.1,Stub
19723,Sereine Mauborgne,France,788799801,65.1,Stub
19724,Sandrine Mörch,France,788799821,65.1,Stub
19725,Sandrine Le Feur,France,788799831,65.1,Stub
19726,Sandrine Josso,France,788799835,65.1,Stub
19727,Sandra Marsaud,France,788799842,65.1,Stub
19728,Sacha Houlié,France,788799861,65.1,Stub
19729,Sabine Thillaye,France,788799866,65.1,Stub
19730,Sabine Herold,France,788799876,65.1,Start
19731,Rémy Rebeyrotte,France,788799884,65.1,Stub
19732,Rudy Salles,France,788799908,65.1,Stub
19733,Roselle Cros,France,788799921,65.1,Stub
19734,Romain Grau,France,788799935,65.1,Stub
19735,Roland Muzeau,France,788799950,65.1,Stub
19736,Rodrigue Kokouendo,France,788799993,65.1,Stub
19737,Renaud Muselier,France,788800206,65.1,Stub
19738,Renaud Donnedieu de Vabres,France,788800211,65.1,C
19739,Pierre-Alain Raphan,France,788800273,65.1,Stub
19740,Pierre-Alain Muet,France,788800276,65.1,Stub
19741,Pierre Moscovici,France,788800296,65.1,C
19742,Pierre Lellouche,France,788802897,65.1,Start
19743,Pierre Gosnat,France,788802931,65.1,Stub
19744,Pierre Cordier (politician),France,788802940,65.1,Stub
19745,Pierre Cabaré,France,788802957,65.1,Stub
19746,Philippe Michel-Kleisbauer,France,788805048,65.1,Stub
19747,Philippe Latombe,France,788805077,65.1,Stub
19748,Philippe Huppé,France,788805090,65.1,Stub
19749,Philippe Folliot,France,788805115,65.1,Stub
19750,Philippe Chassaing,France,788805154,65.1,Stub
19751,Philippe Chalumeau,France,788805163,65.1,Stub
19752,Philippe Bolo,France,788805176,65.1,Stub
19753,Philippe Berta,France,788805182,65.1,Stub
19754,Perrine Goulet,France,788805203,65.1,Stub
19755,Paul Molac,France,788805235,65.1,Stub
19756,Patrick Mignola,France,788805264,65.1,Stub
19757,Patrick Braouezec,France,788805297,65.1,Stub
19758,Patricia Mirallès,France,788805316,65.1,Stub
19759,Patricia Gallerneau,France,788805320,65.1,Stub
19760,Patrice Perrot,France,788805335,65.1,Stub
19761,Patrice Anato,France,788805361,65.1,Stub
19762,Pascale Fontenel-Personne,France,788805395,65.1,Stub
19763,Pascale Boyer,France,788805405,65.1,Stub
19764,Pascal Bois,France,788805462,65.1,Stub
19765,Olivier Véran,France,788805469,65.1,Stub
19766,Olivier Marleix,France,788805474,65.1,Stub
19767,Olivier Jardé,France,788805483,65.1,Stub
19768,Olivier Gaillard,France,788805484,65.1,Stub
19769,Olivier Dassault,France,788805500,65.1,Start
19770,Nicole Le Peih,France,788805541,65.1,Stub
19771,Nicolas Turquois,France,788805581,65.1,Stub
19772,Nicolas Perruchot,France,788805609,65.1,Stub
19773,Nicolas Démoulin,France,788805620,65.1,Stub
19774,Natalia Pouzyreff,France,788805662,65.1,Stub
19775,Nadia Hai,France,788805686,65.1,Stub
19776,Nadia Essayan,France,788805688,65.1,Stub
19777,Muguette Dini,France,788805707,65.1,Stub
19778,Mostapha Laabid,France,788805723,65.1,Stub
19779,Monique Iborra,France,788805740,65.1,Stub
19780,Mickaël Nogal,France,788805788,65.1,Stub
19781,Michèle de Vaucouleurs,France,788805794,65.1,Stub
19782,Michèle Peyron,France,788805803,65.1,Stub
19783,Michèle Crouzet,France,788805813,65.1,Stub
19784,Michel Vaxès,France,788805852,65.1,Start
19785,Michel Ménard,France,788805905,65.1,Stub
19786,Michel Lauzzana,France,788805953,65.1,Stub
19787,Michel Larive,France,788805959,65.1,Stub
19788,Michel Issindou,France,788805962,65.1,Stub
19789,Michel Fanget,France,788806003,65.1,Stub
19790,Michel Delpon,France,788806027,65.1,Stub
19791,Michel Castellani,France,788806036,65.1,Stub
19792,Meyer Habib,France,788806066,65.1,Stub
19793,Maxime Gremetz,France,788806071,65.1,Stub
19794,Maurice Leroy,France,788806087,65.1,Stub
19795,Maud Petit,France,788806092,65.1,Stub
19796,Matthieu Orphelin,France,788806097,65.1,Stub
19797,Martine Leguille-Balloy,France,788806153,65.1,Stub
19798,Marjolaine Meynier-Millefert,France,788806186,65.1,Stub
19799,Marietta Karamanli,France,788806228,65.1,Stub
19800,Marie-Pierre Rixain,France,788806259,65.1,Stub
19801,Marie-Lou Marcel,France,788806281,65.1,Stub
19802,Marie-Hélène Amiable,France,788806311,65.1,Stub
19803,Marie-Christine Verdier-Jouclas,France,788806338,65.1,Stub
19804,Marie-Annick Duchêne,France,788806364,65.1,Stub
19805,Marie-Ange Magne,France,788806379,65.1,Stub
19806,Marie Guévenoux,France,788806396,65.1,Stub
19807,Marguerite Deprez-Audebert,France,788806410,65.1,Stub
19808,Marcel Rogemont,France,788806420,65.1,Stub
19809,Marc Vampa,France,788806441,65.1,Stub
19810,Marc Goua,France,788806464,65.1,Stub
19811,Marc Delatte,France,788807205,65.1,Stub
19812,Loîc Dombreval,France,788807312,65.1,Stub
19813,Liliane Tanguy,France,788807389,65.1,Stub
19814,Laurent Saint-Martin,France,788807417,65.1,Stub
19815,Laurent Pietraszewski,France,788807420,65.1,Stub
19816,Laurent Garcia,France,788807433,65.1,Stub
19817,Laurence Vanceunebrock-Mialon,France,788807460,65.1,Stub
19818,Laurence Gayte,France,788807472,65.1,Stub
19819,Julien Dray,France,788807563,65.1,Start
19820,Julien Borowczyk,France,788807573,65.1,Stub
19821,Joël Aviragnet,France,788807614,65.1,Stub
19822,José Evrard,France,788807620,65.1,Stub
19823,Joseph Kergueris,France,788807645,65.1,Stub
19824,Joaquim Pueyo,France,788807658,65.1,Stub
19825,Jennifer de Temmerman,France,788807673,65.1,Stub
19826,Jeanny Marc,France,788807680,65.1,Stub
19827,Jean-René Marsac,France,788807737,65.1,Stub
19828,Jean-René Cazeneuve,France,788807748,65.1,Stub
19829,Jean-Pierre Pont,France,788807776,65.1,Stub
19830,Jean-Philippe Nilor,France,788807876,65.1,Stub
19831,Jean-Philippe Ardouin,France,788807883,65.1,Stub
19832,Jean-Paul Mattei,France,788807892,65.1,Stub
19833,Jean-Paul Lecoq,France,788807896,65.1,Stub
19834,Jean-Paul Dufrègne,France,788807923,65.1,Stub
19835,Jean-Patrick Gille,France,788807963,65.1,Stub
19836,Jean-Noël Barrot,France,788807974,65.1,Stub
19837,Jean-Michel Villaumé,France,788807983,65.1,Stub
19838,Jean-Michel Jacques,France,788807995,65.1,Stub
19839,Jean-Michel Fauvergue,France,788808014,65.1,Stub
19840,Jean-Marie Vanlerenberghe,France,788808045,65.1,Start
19841,Jean-Luc Pérat,France,788808151,65.1,Stub
19842,Jean-Luc Préel,France,788808159,65.1,Stub
19843,Jean-Luc Lagleize,France,788808181,65.1,Stub
19844,Jean-Louis Touraine,France,788808201,65.1,Stub
19845,Jean-Louis Gagnaire,France,788808229,65.1,Stub
19846,Jean-Louis Debré,France,788808242,65.1,C
19847,Jean-Louis Bricout,France,788808263,65.1,Stub
19848,Jean-Jacques Pignard,France,788808293,65.1,Stub
19849,Jean-Jacques Ferrara,France,788808504,65.1,Stub
19850,Jean-Jacques Candelier,France,788808514,65.1,Stub
19851,Jean-Jacques Bridey,France,788808521,65.1,Stub
19852,Jean-Félix Acquaviva,France,788808532,65.1,Stub
19853,Jean-François Portarrieu,France,788808549,65.1,Stub
19854,Jean-François Mattei,France,788808562,65.1,Start
19855,Jean-François Eliaou,France,788809544,65.1,Stub
19856,Jean-François Copé,France,788809553,65.1,C
19857,Jean-François Cesarini,France,788809568,65.1,Stub
19858,Jean-Claude Sandrier,France,788809589,65.1,Stub
19859,Jean-Claude Merceron,France,788809603,65.1,Stub
19860,Jean-Claude Leclabart,France,788809624,65.1,Stub
19861,Jean-Christophe Canter,France,788809681,65.1,Start
19862,Jean-Charles Larsonneur,France,788809706,65.1,Stub
19863,Jean-Charles Colas-Roy,France,788809712,65.1,Stub
19864,Jean-Bernard Sempastous,France,788809718,65.1,Stub
19865,Jean-Baptiste Moreau (politician),France,788809721,65.1,Stub
19866,Jean-Baptiste Djebbari-Bonnet,France,788809730,65.1,Stub
19867,Jean Terlier,France,788809757,65.1,Stub
19868,Jean Rottner,France,788809771,65.1,Stub
19869,Jean Proriol,France,788809782,65.1,Start
19870,Jean Michel (politician),France,788809795,65.1,Stub
19871,Jean Grellier,France,788809826,65.1,Stub
19872,Jacques Valax,France,788809907,65.1,Stub
19873,Jacques Savatier,France,788809913,65.1,Stub
19874,Jacques Krabal,France,788809974,65.1,Stub
19875,Jacques Barrot,France,788810033,65.1,C
19876,Jacqueline Fraysse,France,788810057,65.1,Stub
19877,Jacqueline Dubois,France,788810065,65.1,Stub
19878,Isabelle Rauch,France,788810090,65.1,Start
19879,Isabelle Florennes,France,788810097,65.1,Stub
19880,Hélène Zannier,France,788810119,65.1,Stub
19881,Huguette Tiegna,France,788810141,65.1,Stub
19882,Hubert Julien-Laferrière,France,788810160,65.1,Stub
19883,Hubert Falco,France,788810169,65.1,Stub
19884,Hervé Saulignac,France,788810179,65.1,Stub
19885,Hervé Pellois,France,788810188,65.1,Stub
19886,Henri Emmanuelli,France,788810287,65.1,C
19887,Gérard Menuel,France,788814631,65.1,Stub
19888,Géraldine Bannier,France,788814685,65.1,Stub
19889,Guy Drut,France,788814720,65.1,Start
19890,Guy Chambefort,France,788814731,65.1,Stub
19891,Guy Bricout,France,788814734,65.1,Stub
19892,Guillaume Garot,France,788814769,65.1,Stub
19893,Grégory Besson-Moreau,France,788814775,65.1,Stub
19894,Graziella Melchior,France,788814779,65.1,Stub
19895,Gisèle Biémouret,France,788814790,65.1,Stub
19896,Gilles Le Gendre,France,788814810,65.1,Stub
19897,Gilbert Mathon,France,788814839,65.1,Stub
19898,Georges Tron,France,788814864,65.1,Start
19899,Georges Fenech,France,788814885,65.1,C
19900,Frédérique Tuffnell,France,788814980,65.1,Stub
19901,Frédérique Meunier,France,788814984,65.1,Stub
19902,Frédérique Massat,France,788814987,65.1,Stub
19903,Frédérique Lardet,France,788814993,65.1,Stub
19904,Frédéric Dutoit,France,788815022,65.1,Stub
19905,Frédéric Descrozaille,France,788815024,65.1,Stub
19906,Françoise Olivier-Coupeau,France,788815053,65.1,Stub
19907,Françoise Dumas,France,788815096,65.1,Stub
19908,François d'Aubert,France,788815142,65.1,Stub
19909,François Zocchetto,France,788815148,65.1,Stub
19910,François Sauvadet,France,788815183,65.1,Stub
19911,François Rochebloine,France,788815189,65.1,Stub
19912,François Jolivet,France,788815217,65.1,Stub
19913,François Asensi,France,788815304,65.1,Stub
19914,François André,France,788815309,65.1,Stub
19915,Francis Hillmeyer,France,788815359,65.1,Stub
19916,Aurore Bergé,France,788815379,65.1,Stub
19917,Florent Boudié,France,788815390,65.1,Stub
19918,Fannette Charvier,France,788815407,65.1,Stub
19919,Fadila Khattabi,France,788815411,65.1,Stub
19920,Fabrice Le Vigoureux,France,788815417,65.1,Stub
19921,Fabrice Brun,France,788815426,65.1,Stub
19922,Fabienne Colboc,France,788815433,65.1,Stub
19923,Fabien Matras,France,788815438,65.1,Stub
19924,Fabien Gouttefarde,France,788815446,65.1,Stub
19925,Erwan Balanant,France,788815466,65.1,Stub
19926,Eric Poulliant,France,788815482,65.1,Stub
19927,Eric Pauget,France,788815488,65.1,Stub
19928,Emmanuelle Anthoine,France,788815500,65.1,Stub
19929,Emilie Chalas,France,788815506,65.1,Stub
19930,Elisabeth Toutut-Picard,France,788815517,65.1,Stub
19931,Dominique Raimbourg,France,788815567,65.1,Stub
19932,Dominique David,France,788815608,65.1,Stub
19933,Dominique Da Silva (politician),France,788815610,65.1,Stub
19934,Zivka Park,France,788815676,65.1,Stub
19935,Didier Martin,France,788815690,65.1,Stub
19936,Didier Le Gac,France,788815693,65.1,Stub
19937,Didier Julia,France,788815704,65.1,Start
19938,Denis Sommer,France,788815712,65.1,Stub
19939,Denis Masseglia,France,788815715,65.1,Stub
19940,Denis Baupin,France,788815737,65.1,Start
19941,Denis Badré,France,788815746,65.1,Stub
19942,Delphine Bagarry,France,788815754,65.1,Stub
19943,Danièle Hérin,France,788815780,65.1,Stub
19944,Danièle Cazarian,France,788815793,65.1,Stub
19945,Danielle Brulebois,France,788815803,65.1,Stub
19946,Daniel Soulage,France,788815830,65.1,Stub
19947,Daniel Paul,France,788815841,65.1,Stub
19948,Daniel Leca,France,788815857,65.1,Stub
19949,Daniel Gibbs,France,788815877,65.1,Stub
19950,Damien Pichereau,France,788815920,65.1,Stub
19951,Damien Adam,France,788815929,65.1,Stub
19952,Célia de Lavergne,France,788815946,65.1,Stub
19953,Cécile Rilhac,France,788815961,65.1,Stub
19954,Cécile Dumoulin,France,788815969,65.1,Stub
19955,Corinne Vignon,France,788815993,65.1,Stub
19956,Coralie Dubost,France,788816013,65.1,Stub
19957,Claude Évin,France,788816039,65.1,Start
19958,Claude de Ganay,France,788816048,65.1,Stub
19959,Claude Biwer,France,788816112,65.1,Stub
19960,Christophe Sirugue,France,788816163,65.1,Stub
19961,Gwendal Rouillard,France,788816603,65.1,Stub
19962,Fiona Lazaar,France,788817892,65.1,Stub
19963,Guillaume Gouffier-Cha,France,788822322,65.1,Stub
19964,Édouard Barthe,France,788825692,65.1,Stub
19965,Yvon Delbos,France,788825704,65.1,Start
19966,Vincent Delpuech,France,788825749,65.1,Start
19967,Vincent Badie,France,788825759,65.1,Start
19968,Victor Sablé,France,788825766,65.1,Stub
19969,Victor Pierre Le Gorgeu,France,788825776,65.1,Stub
19970,René Enjalbert,France,788825929,65.1,Stub
19971,René Capitant,France,788825936,65.1,Start
19972,Raymond Triboulet,France,788825960,65.1,Start
19973,Raoul Borra,France,788825993,65.1,Stub
19974,Pierre-Henri Teitgen,France,788826009,65.1,Start
19975,Pierre Schneiter,France,788826033,65.1,Stub
19976,Pierre Naudet,France,788826065,65.1,Stub
19977,Pierre Mendès France,France,788826075,65.1,C
19978,Paul Béchard,France,788827123,65.1,Stub
19979,Paul Anxionnaz,France,788827156,65.1,Stub
19980,Pascal Arrighi,France,788827160,65.1,Stub
19981,Maurice Schumann,France,788827316,65.1,Start
19982,Maurice Rabier,France,788827328,65.1,Stub
19983,Maurice Faure,France,788827474,65.1,Start
19984,Maurice Béné,France,788827484,65.1,Stub
19985,Marcel Ribère,France,788827608,65.1,Stub
19986,Marcel Gatuing,France,788827610,65.1,Stub
19987,Marcel Cachin,France,788827627,65.1,Start
19988,Marc Sangnier,France,788827639,65.1,Start
19989,Madeleine Laissac,France,788827671,65.1,Stub
19990,Léon Sagnol,France,788827688,65.1,Stub
19991,Léon Jean,France,788827697,65.1,Stub
19992,Joseph Laniel,France,788827854,65.1,Start
19993,Joseph Fontanet,France,788827863,65.1,Stub
19994,Jean-Louis Tixier-Vignancour,France,788827945,65.1,Start
19995,Jean de Broglie,France,788828010,65.1,Stub
19996,Jean Saint-Josse,France,788828022,65.1,Stub
19997,Jean Moreau,France,788828054,65.1,Stub
19998,Jean Masson,France,788828066,65.1,Stub
19999,Jean Filippi,France,788828086,65.1,Stub
20000,Jean Berthoin,France,788828099,65.1,Stub
20001,Jacques Isorni,France,788828150,65.1,C
20002,Jacques Bordeneuve,France,788828179,65.1,Stub
20003,Irène de Lipkowski,France,788828193,65.1,Stub
20004,Georges Spénale,France,788828416,65.1,Stub
20005,Georges Marrane,France,788828429,65.1,Start
20006,Georges Cogniot,France,788828463,65.1,Stub
20007,Félix Gouin,France,788828550,65.1,Start
20008,Félix Gaillard,France,788828558,65.1,Start
20009,Fernand Chevalier,France,788828637,65.1,Stub
20010,Edmond Michelet,France,788828668,65.1,Start
20011,Charles-Émile Loo,France,788828831,65.1,Stub
20012,Charles Pasqua,France,788828846,65.1,B
20013,Auguste Rencurel,France,788828967,65.1,Stub
20014,Auguste Rejon,France,788828971,65.1,Stub
20015,André Philip,France,788829043,65.1,Stub
